Contrast,Dissimilarity,Homogeneity,Energy,Correlation,ASM,Label
[[0.39215095 0.78207263 0.70703859 0.90678037]],[[0.31917587 0.51568519 0.47886745 0.55326235]],[[0.84752199 0.76675525 0.78177488 0.75538369]],[[0.22475094 0.19425395 0.19934944 0.19057246]],[[0.97857179 0.95722531 0.96130475 0.95039443]],[[0.05051299 0.0377346  0.0397402  0.03631786]],corrosion
[[0.97106218 1.29281303 0.83430569 1.33013155]],[[0.67059551 0.79935028 0.60609391 0.81420951]],[[0.69450299 0.64876508 0.71948254 0.64340692]],[[0.23559152 0.22079053 0.24570483 0.21957496]],[[0.80697328 0.74208719 0.83367838 0.73462619]],[[0.05550336 0.04874846 0.06037086 0.04821316]],corrosion
[[0.31791925 0.40823759 0.31150852 0.55578621]],[[0.25500358 0.30238309 0.2582875  0.39322374]],[[0.87793174 0.85754029 0.87568336 0.81738228]],[[0.33819106 0.32695116 0.33661808 0.30251028]],[[0.98816536 0.98480594 0.98840202 0.97931446]],[[0.11437319 0.10689706 0.11331173 0.09151247]],corrosion
[[3.63423347 4.74760569 3.32375581 4.70042413]],[[1.07469892 1.25220817 1.01774386 1.24772313]],[[0.65087098 0.61843037 0.66195211 0.61944928]],[[0.18960478 0.18102734 0.19209711 0.18130897]],[[0.90958432 0.8817135  0.91714003 0.88289432]],[[0.03594997 0.0327709  0.0369013  0.03287294]],corrosion
[[0.56383653 1.14708231 0.89606279 1.17678165]],[[0.40071726 0.60892838 0.52194514 0.63527282]],[[0.81509694 0.74255669 0.77274402 0.73031322]],[[0.1944358  0.1710465  0.18045504 0.16695023]],[[0.97577588 0.95072069 0.96151875 0.94944713]],[[0.03780528 0.0292569  0.03256402 0.02787238]],corrosion
[[0.48938275 0.51572456 0.13266981 0.56509276]],[[0.2399947  0.26514335 0.10921702 0.27945001]],[[0.899101   0.88691084 0.94754713 0.88212181]],[[0.27963021 0.27437626 0.29728966 0.27259901]],[[0.97986979 0.97878381 0.99453755 0.97675418]],[[0.07819306 0.07528233 0.08838114 0.07431022]],corrosion
[[0.21343284 0.28520471 0.24669133 0.41797408]],[[0.19878727 0.2527584  0.22102769 0.31176011]],[[0.90207052 0.87686094 0.89205131 0.85462663]],[[0.33519394 0.32215037 0.33113493 0.31500071]],[[0.97162067 0.96207431 0.96718733 0.94442069]],[[0.11235498 0.10378086 0.10965034 0.09922545]],corrosion
[[0.64865378 0.90168051 0.37348866 0.86026328]],[[0.29908741 0.3799542  0.20103004 0.37112184]],[[0.87870419 0.85251045 0.91478004 0.85439589]],[[0.35374861 0.34516805 0.36728777 0.34539263]],[[0.95264037 0.93413739 0.97272901 0.93716228]],[[0.12513808 0.11914099 0.13490031 0.11929607]],corrosion
[[1.32405967 2.46508783 1.81018981 2.49631026]],[[0.53258745 0.78457127 0.6555045  0.79582097]],[[0.79536811 0.72925939 0.76053584 0.72622801]],[[0.3154583  0.2933074  0.303899   0.29158834]],[[0.94297602 0.89398755 0.92200636 0.8926433 ]],[[0.09951394 0.08602923 0.0923546  0.08502376]],corrosion
[[0.5992152  0.93875261 0.54866355 0.94001523]],[[0.42707752 0.54056437 0.33619002 0.54294933]],[[0.80266449 0.76394457 0.84934545 0.76296696]],[[0.26421597 0.24981132 0.28452761 0.24972834]],[[0.96476121 0.94368241 0.96726788 0.9435885 ]],[[0.06981008 0.06240569 0.08095596 0.06236424]],corrosion
[[0.7243513  0.87871748 0.59109731 1.28974826]],[[0.45916168 0.52592474 0.38063386 0.62714037]],[[0.79509154 0.76993603 0.8288006  0.74272981]],[[0.22594405 0.21832958 0.23679378 0.21439835]],[[0.9843818  0.98101361 0.98722097 0.97217885]],[[0.05105071 0.0476678  0.05607129 0.04596665]],corrosion
[[2.49786768 4.21145833 2.46300287 4.26055689]],[[0.74473894 1.09407051 0.77993295 1.10034054]],[[0.74891035 0.65946449 0.72622126 0.65929377]],[[0.18041429 0.15873402 0.17422308 0.15799464]],[[0.93907933 0.89716258 0.93981415 0.89599438]],[[0.03254932 0.02519649 0.03035368 0.02496231]],corrosion
[[0.37849167 0.52788901 0.2827495  0.49931399]],[[0.2202815  0.28070298 0.19925603 0.28316874]],[[0.90213903 0.87772441 0.90741623 0.87504195]],[[0.29129137 0.27988211 0.29305328 0.27870269]],[[0.99114919 0.98765579 0.99338843 0.98832401]],[[0.08485066 0.078334   0.08588022 0.07767519]],corrosion
[[0.13999851 0.1903652  0.14285813 0.19154248]],[[0.13546568 0.1789228  0.13748638 0.17767359]],[[0.9327176  0.9116605  0.93179001 0.91252042]],[[0.25666862 0.24673032 0.25620147 0.24729105]],[[0.9949852  0.99318071 0.99488265 0.99313848]],[[0.06587878 0.06087585 0.06563919 0.06115286]],corrosion
[[0.59399881 1.00406324 0.71931221 1.05604108]],[[0.38290161 0.54425225 0.43601699 0.5588313 ]],[[0.82849347 0.7694627  0.80841606 0.76529273]],[[0.26335417 0.2415804  0.2562001  0.24049843]],[[0.96569389 0.94200647 0.9584515  0.93900429]],[[0.06935542 0.05836109 0.06563849 0.05783949]],corrosion
[[1.59893797 2.4263351  1.78932733 2.71378758]],[[0.78938325 1.02180997 0.85647969 1.08553721]],[[0.67693645 0.6087882  0.65301758 0.59135556]],[[0.15589131 0.13962899 0.15025572 0.13570109]],[[0.93153536 0.89611581 0.92339293 0.88380879]],[[0.0243021  0.01949625 0.02257678 0.01841478]],corrosion
[[1.28005103 2.31767701 1.70632745 1.90330692]],[[0.74441352 1.0415053  0.87491481 0.94793987]],[[0.67754748 0.58934443 0.63710606 0.61221397]],[[0.21045398 0.18672747 0.19971565 0.19210876]],[[0.83648231 0.70360609 0.78196436 0.75658224]],[[0.04429088 0.03486715 0.03988634 0.03690578]],corrosion
[[1.45853756 2.28947321 1.52863444 2.46712155]],[[0.70091388 0.90748264 0.69929305 0.94405124]],[[0.71531675 0.65858724 0.72313584 0.65138594]],[[0.17865145 0.16276847 0.18370367 0.16229405]],[[0.94058552 0.90664139 0.93762846 0.89940668]],[[0.03191634 0.02649357 0.03374704 0.02633936]],corrosion
[[1.08651441 1.83265562 1.42655047 1.77023678]],[[0.63882414 0.897982   0.7638506  0.87513116]],[[0.72161921 0.6361506  0.67850454 0.64398229]],[[0.18483661 0.16515959 0.17441811 0.16680993]],[[0.95613558 0.92604972 0.94243065 0.92856824]],[[0.03416457 0.02727769 0.03042168 0.02782555]],corrosion
[[1.20015532 2.20552217 1.75798246 2.59076621]],[[0.50545514 0.72658234 0.61893484 0.78595318]],[[0.8006039  0.74061239 0.7722715  0.7298135 ]],[[0.22060241 0.20039604 0.21085378 0.19808838]],[[0.961546   0.92934273 0.94368903 0.91697249]],[[0.04866542 0.04015857 0.04445931 0.03923901]],corrosion
[[0.53638964 0.89192209 0.5758226  0.83926006]],[[0.37005403 0.54170658 0.42290574 0.53079103]],[[0.83052324 0.76143975 0.80339503 0.7632625 ]],[[0.21453224 0.18948953 0.2042788  0.19049643]],[[0.98041239 0.96741996 0.97897704 0.96929689]],[[0.04602408 0.03590628 0.04172983 0.03628889]],corrosion
[[0.99289072 1.20010337 0.41644435 1.21332792]],[[0.39851262 0.48087485 0.26539689 0.47681397]],[[0.8396895  0.80911004 0.8811044  0.81235644]],[[0.27324246 0.26110043 0.2867532  0.26264396]],[[0.94868518 0.93799598 0.97864017 0.93729858]],[[0.07466144 0.06817344 0.0822274  0.06898185]],corrosion
[[1.29845985 1.7647733  0.80314375 1.685377  ]],[[0.70086591 0.8537763  0.54495625 0.83308492]],[[0.70082109 0.65163899 0.75194773 0.65718286]],[[0.1759239  0.16287319 0.18975475 0.16429225]],[[0.93480435 0.91140595 0.95975117 0.91538683]],[[0.03094922 0.02652768 0.03600686 0.02699194]],corrosion
[[0.1212062  0.17415961 0.13206676 0.17128891]],[[0.11852241 0.1637566  0.12569258 0.15982916]],[[0.94100573 0.91913948 0.93778652 0.92120886]],[[0.38196453 0.37047871 0.38157369 0.37177369]],[[0.99764881 0.99661915 0.99743635 0.99667487]],[[0.1458969  0.13725448 0.14559848 0.13821568]],corrosion
[[4.1337813  5.97587112 4.15243084 5.40137827]],[[1.30576215 1.56741677 1.28949545 1.47106751]],[[0.55154902 0.50569285 0.55223286 0.52291784]],[[0.12647447 0.11850855 0.12625428 0.12084435]],[[0.87979864 0.82532013 0.87867126 0.84213091]],[[0.01599579 0.01404428 0.01594014 0.01460336]],corrosion
[[0.99550088 1.68061202 1.34023952 1.64997096]],[[0.59348622 0.79770893 0.66518962 0.78557267]],[[0.74059439 0.67897136 0.72737482 0.68321424]],[[0.24369278 0.224721   0.24282272 0.22585454]],[[0.88074194 0.79726228 0.83911673 0.80114585]],[[0.05938617 0.05049953 0.05896288 0.05101027]],corrosion
[[1.32337952 1.90383113 1.24824351 1.86183486]],[[0.73821468 0.91314361 0.71351297 0.90539323]],[[0.68559475 0.63395689 0.69365726 0.63492948]],[[0.20587002 0.19001576 0.20684489 0.18995372]],[[0.90252055 0.85976148 0.90794697 0.86287333]],[[0.04238247 0.03610599 0.04278481 0.03608241]],corrosion
[[5.24313492 6.81987404 4.50359127 4.94168527]],[[1.72261905 1.93861607 1.59208333 1.66820791]],[[0.42854717 0.40301875 0.45122174 0.43751614]],[[0.11704759 0.11298311 0.12061259 0.1185115 ]],[[0.70323045 0.61425541 0.74538801 0.72046028]],[[0.01370014 0.01276518 0.0145474  0.01404498]],corrosion
[[3.55291777 4.65788268 3.52863228 4.98515354]],[[1.31260323 1.5396263  1.31821521 1.59719571]],[[0.53295534 0.4849856  0.52897438 0.47485327]],[[0.13083771 0.12160389 0.13003086 0.11967916]],[[0.83109784 0.77852387 0.83235632 0.76296231]],[[0.01711851 0.01478751 0.01690802 0.0143231 ]],corrosion
[[5.49603309 8.93323154 6.9600542  7.98602742]],[[1.72800627 2.22584826 1.95611111 2.113674  ]],[[0.43624181 0.36959811 0.40464236 0.38085054]],[[0.12188041 0.1117003  0.11652302 0.11309474]],[[0.6468461  0.42620524 0.55325435 0.48705841]],[[0.01485484 0.01247696 0.01357761 0.01279042]],corrosion
[[1.53261848 2.70528578 1.53380484 2.04203318]],[[0.5842119  0.79405149 0.59610006 0.72476604]],[[0.77266098 0.72187637 0.76700219 0.72504961]],[[0.19803359 0.1840427  0.19639945 0.18283146]],[[0.95603607 0.92234366 0.95602155 0.94139723]],[[0.0392173  0.03387172 0.03857274 0.03342734]],corrosion
[[2.99340271 3.53363452 1.96898388 3.31968249]],[[1.30075166 1.42261036 1.03008252 1.37602302]],[[0.50498313 0.47849406 0.57460436 0.48831275]],[[0.14854073 0.14332028 0.16346648 0.14515484]],[[0.7235496  0.67373477 0.81817762 0.6934899 ]],[[0.02206435 0.0205407  0.02672129 0.02106993]],corrosion
[[0.36121728 0.55336217 0.40410605 0.48031628]],[[0.32268154 0.42225255 0.34694062 0.39096929]],[[0.84247016 0.80152477 0.83213623 0.81324663]],[[0.27899687 0.26169002 0.27467673 0.2663571 ]],[[0.96973945 0.95364525 0.96614516 0.95976425]],[[0.07783925 0.06848167 0.07544731 0.07094611]],corrosion
[[0.13919691 0.22087292 0.15180092 0.23124691]],[[0.09079892 0.13956093 0.10964316 0.14113844]],[[0.95871079 0.93708506 0.94883238 0.93679212]],[[0.29822369 0.29043333 0.2950784  0.29044467]],[[0.99662322 0.99463797 0.99631689 0.99438712]],[[0.08893737 0.08435152 0.08707126 0.08435811]],corrosion
[[0.79011294 1.30583817 1.11539398 1.71506996]],[[0.38805622 0.52964845 0.45116241 0.58977323]],[[0.83906452 0.79497958 0.82520479 0.78496459]],[[0.22311749 0.20941751 0.22045138 0.20733088]],[[0.9767479  0.96157494 0.96717141 0.94953358]],[[0.04978141 0.04385569 0.04859881 0.04298609]],corrosion
[[1.61186366 2.51504197 1.62200172 2.14602161]],[[0.76046911 0.97895329 0.75985756 0.89575049]],[[0.6921129  0.63522795 0.69451468 0.65514096]],[[0.15222172 0.14059989 0.15301555 0.14393486]],[[0.95248613 0.92581514 0.95214498 0.93668405]],[[0.02317145 0.01976833 0.02341376 0.02071724]],corrosion
[[1.26399682 3.30411463 2.44196999 3.22236231]],[[0.56754447 1.00992635 0.82515166 1.01458934]],[[0.76565901 0.65217269 0.70190889 0.64676601]],[[0.19220443 0.16113432 0.17336032 0.15877685]],[[0.95498462 0.8822596  0.91297952 0.88518798]],[[0.03694254 0.02596427 0.0300538  0.02521009]],corrosion
[[1.07503295 1.68378323 1.32077711 1.89941932]],[[0.67677096 0.87037328 0.74151205 0.9253507 ]],[[0.69994144 0.64016663 0.68362197 0.62587302]],[[0.23715096 0.2173029  0.23226909 0.21329876]],[[0.81343824 0.70788382 0.77092578 0.67046974]],[[0.05624058 0.04722055 0.05394893 0.04549636]],corrosion
[[1.37644691 3.04018358 2.78369687 3.51607343]],[[0.48711972 0.77912057 0.72053771 0.83746192]],[[0.82109127 0.75795247 0.77478392 0.75101075]],[[0.23945796 0.22416345 0.22928822 0.2236485 ]],[[0.95518339 0.90139027 0.90976317 0.8859717 ]],[[0.05734012 0.05024925 0.05257309 0.05001865]],corrosion
[[1.43107439 2.44027811 1.75051596 2.62020738]],[[0.56653097 0.8611446  0.7108622  0.88509766]],[[0.78318823 0.69074475 0.72782323 0.68637521]],[[0.24796136 0.21425868 0.22496739 0.21315719]],[[0.87892012 0.79379352 0.85185648 0.77858291]],[[0.06148484 0.04590678 0.05061033 0.04543599]],corrosion
[[1.35402866 2.5204951  2.04215676 2.64423343]],[[0.48880232 0.7166868  0.63539083 0.73595484]],[[0.81572344 0.7600032  0.77952258 0.75774816]],[[0.25717154 0.23873961 0.24318179 0.23966475]],[[0.92869506 0.86664578 0.89197659 0.86006948]],[[0.0661372  0.0569966  0.05913739 0.05743919]],corrosion
[[0.55508761 1.05527801 0.82689838 1.12809122]],[[0.39237554 0.59488553 0.50991868 0.61678334]],[[0.81935133 0.74329414 0.77359331 0.7363344 ]],[[0.29693988 0.26695696 0.27699903 0.26445961]],[[0.98393533 0.96950992 0.97609868 0.96740612]],[[0.08817329 0.07126602 0.07672846 0.06993889]],corrosion
[[1.00676901 1.91854818 1.62842321 1.80325247]],[[0.45075391 0.62210773 0.54427187 0.60531335]],[[0.81783234 0.77504443 0.80173714 0.77798829]],[[0.23701023 0.22060986 0.23301437 0.22182408]],[[0.95610305 0.91624685 0.92889525 0.92128374]],[[0.05617385 0.04866871 0.05429569 0.04920592]],corrosion
[[1.63254216 1.94826686 1.5111729  3.01166807]],[[0.72236874 0.85138772 0.70184248 1.00592441]],[[0.71070892 0.66266476 0.71436639 0.64117315]],[[0.16201379 0.14930749 0.16303482 0.14689317]],[[0.95403561 0.94518316 0.95744589 0.91526945]],[[0.02624847 0.02229273 0.02658035 0.0215776 ]],corrosion
[[0.64947452 1.26965779 0.87968523 1.23555272]],[[0.46420784 0.69895362 0.55591084 0.68552805]],[[0.78525884 0.7027385  0.75258016 0.70755686]],[[0.20439126 0.17691355 0.19212427 0.17889292]],[[0.96488953 0.9313754  0.95259771 0.93321207]],[[0.04177579 0.03129841 0.03691173 0.03200268]],corrosion
[[1.83360588 2.83344259 1.76236315 2.68995401]],[[0.82673347 1.06904329 0.83668091 1.03980725]],[[0.67153611 0.60421406 0.66067447 0.61073839]],[[0.17820755 0.15998513 0.17451757 0.16158686]],[[0.87568864 0.80791219 0.88049724 0.81763984]],[[0.03175793 0.02559524 0.03045638 0.02611031]],corrosion
[[0.85262358 1.26548688 0.73180524 1.40314223]],[[0.351681   0.47325416 0.37153055 0.50536591]],[[0.85472387 0.81622377 0.84408418 0.80814098]],[[0.31657258 0.30559197 0.31453475 0.3039327 ]],[[0.97514953 0.96312191 0.97876834 0.95911036]],[[0.1002182  0.09338645 0.09893211 0.09237509]],corrosion
[[1.34961619 2.44856588 1.58363017 2.23566112]],[[0.62274607 0.87198048 0.66551927 0.84843366]],[[0.74607946 0.6778397  0.7391401  0.68075667]],[[0.18592927 0.16584174 0.18408006 0.16661784]],[[0.95375328 0.91604576 0.94572409 0.92334195]],[[0.03456969 0.02750348 0.03388547 0.0277615 ]],corrosion
[[1.16452889 1.71783749 0.62574269 1.39659397]],[[0.38054423 0.51753223 0.30557945 0.4734707 ]],[[0.86609042 0.826468   0.87422487 0.83246848]],[[0.2707833  0.25877511 0.27417617 0.2597704 ]],[[0.96257199 0.94473663 0.97988802 0.95506912]],[[0.0733236  0.06696456 0.07517257 0.06748066]],corrosion
[[1.74425394 2.27847646 1.67187616 2.91596816]],[[0.79072961 0.92832104 0.74688545 1.02645539]],[[0.68457288 0.64492266 0.70301087 0.62973286]],[[0.24742124 0.23244151 0.25479341 0.2283958 ]],[[0.77336333 0.70419119 0.78282111 0.62142407]],[[0.06121727 0.05402906 0.06491968 0.05216464]],corrosion
[[0.37661738 0.85921838 0.6280254  0.87938892]],[[0.28398343 0.49078766 0.38120772 0.49012869]],[[0.86698246 0.78908431 0.83257908 0.790889  ]],[[0.25770364 0.23095099 0.24250867 0.2310084 ]],[[0.98826455 0.97323993 0.9804475  0.97261332]],[[0.06641117 0.05333836 0.05881046 0.05336488]],corrosion
[[1.80668436 3.88672461 2.61404354 3.94941371]],[[0.50663145 0.91847259 0.74017968 0.91590293]],[[0.81916842 0.70609648 0.73952366 0.70942587]],[[0.20384897 0.16746141 0.1759274  0.16841535]],[[0.94090241 0.87257828 0.91422922 0.87052339]],[[0.0415544  0.02804332 0.03095045 0.02836373]],corrosion
[[3.76937202 5.39394274 3.90769231 5.21038229]],[[1.30369078 1.54160562 1.29890635 1.51247109]],[[0.54398377 0.50688624 0.54691989 0.51072979]],[[0.11935498 0.11241998 0.11945995 0.1132064 ]],[[0.89144112 0.84392897 0.88697145 0.84924708]],[[0.01424561 0.01263825 0.01427068 0.01281569]],corrosion
[[ 9.60157112 10.34365826  6.09624256 10.89091655]],[[2.05811144 2.14574315 1.59465526 2.1944942 ]],[[0.4629979  0.44974542 0.52384361 0.44776746]],[[0.14760571 0.14428382 0.15441962 0.14402342]],[[0.55072381 0.5156655  0.71477906 0.49009572]],[[0.02178745 0.02081782 0.02384542 0.02074275]],corrosion
[[0.37822985 0.82597418 0.63015071 0.75437327]],[[0.31272357 0.53599147 0.44131794 0.50130695]],[[0.84999535 0.7597989  0.79760215 0.77347671]],[[0.26825121 0.23059672 0.24565401 0.23576737]],[[0.96552455 0.9247916  0.94263003 0.93126266]],[[0.07195871 0.05317485 0.06034589 0.05558625]],corrosion
[[0.13251514 0.20021953 0.12941643 0.17861026]],[[0.10750932 0.14678883 0.10644899 0.13955123]],[[0.94848339 0.93121488 0.94885858 0.93365374]],[[0.3841743  0.37319022 0.38447525 0.37415917]],[[0.97936957 0.96882151 0.97984709 0.97218643]],[[0.14758989 0.13927094 0.14782122 0.13999508]],corrosion
[[0.65621417 1.01044418 0.59089754 1.08526635]],[[0.39756745 0.5202617  0.38439129 0.53646592]],[[0.82487672 0.78283363 0.82719447 0.77922098]],[[0.22543575 0.21682227 0.22582319 0.2160618 ]],[[0.98952916 0.98387473 0.99056929 0.98267968]],[[0.05082128 0.0470119  0.05099611 0.0466827 ]],corrosion
[[1.03767301 1.83412208 1.1381019  1.54319403]],[[0.41236887 0.56308655 0.44175824 0.54596134]],[[0.84017148 0.8015774  0.8302282  0.79797413]],[[0.30399829 0.29350224 0.30038362 0.29056723]],[[0.97344301 0.95311436 0.97087999 0.96055025]],[[0.09241496 0.08614356 0.09023032 0.08442932]],corrosion
[[0.79354008 0.99395329 0.66831092 1.34129857]],[[0.50513206 0.5741223  0.46800773 0.711497  ]],[[0.7749101  0.75175911 0.78536908 0.7021911 ]],[[0.20246614 0.19446888 0.20469245 0.17862172]],[[0.95689598 0.94597953 0.963714   0.92710354]],[[0.04099254 0.03781815 0.041899   0.03190572]],corrosion
[[2.21143892 3.37956731 2.48192891 3.20364583]],[[0.90617535 1.18854167 0.99890176 1.14855769]],[[0.65685951 0.58017713 0.62466662 0.59071036]],[[0.15872922 0.13847309 0.14818057 0.14095593]],[[0.90110678 0.84941376 0.88931413 0.85726017]],[[0.02519496 0.0191748  0.02195748 0.01986857]],corrosion
[[0.38888093 0.56254205 0.32320178 0.54179078]],[[0.25258755 0.331339   0.24053458 0.33163419]],[[0.88491277 0.85220793 0.88691293 0.8508575 ]],[[0.25337735 0.23793134 0.2531049  0.23753701]],[[0.99134271 0.98747685 0.99280378 0.9879388 ]],[[0.06420008 0.05661132 0.06406209 0.05642383]],corrosion
[[0.74368639 1.33434828 0.79844843 1.34000608]],[[0.44495429 0.72971004 0.53085017 0.72122191]],[[0.80479966 0.69077809 0.76018139 0.69543431]],[[0.18888171 0.15412635 0.17327819 0.15535857]],[[0.96975874 0.94561094 0.96748017 0.94538908]],[[0.0356763  0.02375493 0.03002533 0.02413629]],corrosion
[[0.98227035 1.40531002 0.67082917 1.36005053]],[[0.42589047 0.54259244 0.31390609 0.53370899]],[[0.83170485 0.79707985 0.87254676 0.79826272]],[[0.33331416 0.31988798 0.34420305 0.320306  ]],[[0.92579276 0.89371649 0.94930117 0.89714178]],[[0.11109833 0.10232832 0.11847574 0.10259593]],corrosion
[[0.66078789 1.11666871 0.79296684 1.12918786]],[[0.49858342 0.69349155 0.56495127 0.69725617]],[[0.76656114 0.69337691 0.7397272  0.69227319]],[[0.21749433 0.19329709 0.20790541 0.19299644]],[[0.95182601 0.91860378 0.94217918 0.91769125]],[[0.04730378 0.03736376 0.04322466 0.03724762]],corrosion
[[0.25919917 0.48518291 0.32875876 0.40356978]],[[0.22406435 0.33957929 0.26150709 0.31240585]],[[0.89136613 0.84316866 0.87551853 0.85244137]],[[0.2479964  0.23109107 0.24233501 0.23288028]],[[0.99044393 0.98211252 0.98788    0.98512134]],[[0.06150221 0.05340308 0.05872626 0.05423322]],corrosion
[[1.07884921 2.5700998  2.18755844 2.62742515]],[[0.59738095 0.96247505 0.84695725 0.96650699]],[[0.74535671 0.64787822 0.68460019 0.64943612]],[[0.17966931 0.15535392 0.16622182 0.1560949 ]],[[0.96542798 0.91761478 0.92982847 0.91575025]],[[0.03228106 0.02413484 0.02762969 0.02436562]],corrosion
[[0.8010031  1.20837779 0.80707946 1.00746624]],[[0.38483543 0.48286367 0.38945127 0.45625536]],[[0.84154573 0.81151821 0.83925496 0.81589031]],[[0.27500156 0.26417292 0.27511587 0.26604363]],[[0.98613547 0.97908211 0.98602468 0.98255992]],[[0.07562586 0.06978733 0.07568874 0.07077921]],corrosion
[[0.18776177 0.24115366 0.17825365 0.24398304]],[[0.18523839 0.23370319 0.1753785  0.23539041]],[[0.90763171 0.88388584 0.91259796 0.8831529 ]],[[0.40543917 0.38749753 0.41010496 0.38687526]],[[0.99159824 0.98921199 0.99202605 0.98908522]],[[0.16438092 0.15015433 0.16818608 0.14967247]],corrosion
